Plant,Root Type,Stem / Growth Form,Leaf Traits,Reproductive Traits,Stress Tolerance,Special Adaptations,Vegetable,Common Name,Fruit,Medicinal Plant,Commercial Crop,Ornamental Plant,Fodder Crop,Miscellaneous Use
Asparagus plumosus      ,"Fibrous, shallow       ","Perennial herb, climbing up to 2m ","Fern-like, feathery, 0.5-1cm long segments ",Small white flowers; red berries; rare ,Shade-tolerant; moderate drought; prefers humid conditions ,Fine foliage for decoration; thornless stems ,0,Asparagus plumosus      ,0,0,0,0,0,0
Strelitzia reginae      ,Rhizomatous            ,"Perennial clumping herb, up to 1.5m ","Long, banana-like, 30-60cm long, waxy ",Orange and blue flowers; seeds with aril ,Drought-tolerant; heat-tolerant; frost-sensitive ,Bird-pollinated flowers; tough leaves ,0,Strelitzia reginae      ,0,0,0,0,0,0
Nephrolepis exaltata    ,Rhizomatous            ,"Perennial fern, erect/spreading up to 1m ","Pinnate, feathery, 20-60cm long, glossy ",Spores on underside; non-flowering    ,Shade-tolerant; high humidity; frost-sensitive ,Lush foliage for humid environments ,0,Nephrolepis exaltata    ,0,0,0,0,0,0
Rumohra adiantiformis   ,Rhizomatous            ,"Perennial fern, erect up to 0.5m ","Pinnate, leathery, 20-40cm long ",Spores on underside; non-flowering    ,Shade-tolerant; moderate drought; prefers acidic soils ,Durable leaves for arrangements ,0,Rumohra adiantiformis   ,0,0,0,0,0,0
Dracaena sanderiana     ,"Fibrous, shallow       ","Perennial shrub, erect up to 1.5m ","Strap-like, 15-25cm long, green with yellow stripes ",Small white flowers; rare; seedless in cultivation ,Low light-tolerant; moderate drought; prefers well-drained soils ,Water-tolerant stems; ornamental use ,0,Dracaena sanderiana     ,0,0,0,0,0,0
Dracaena fragrans ‘Massangeana’ ,"Fibrous, shallow ","Perennial shrub, erect up to 2m ","Broad, 30-60cm long, green with yellow center ",Small white flowers; rare; seedless in cultivation ,Low light-tolerant; moderate drought; prefers warm conditions ,Variegated leaves for decoration ,0,Dracaena fragrans ‘Massangeana’ ,0,0,0,0,0,0
Monstera deliciosa      ,"Aerial roots, shallow  ","Perennial climber, up to 10m ","Large, perforated, 20-90cm long, glossy ",Spadix with spathe; berries; rare in cultivation ,Shade-tolerant; moderate drought; humid tropics ,Perforated leaves for light penetration ,0,Monstera deliciosa      ,0,0,0,0,0,0
Cordyline australis     ,"Fibrous, shallow       ","Perennial tree/shrub, up to 5m ","Sword-shaped, 30-60cm long, green-red ",Panicles of white flowers; berries    ,Drought-tolerant; heat-tolerant; frost-sensitive ,Colorful foliage; wind-resistant ,0,Cordyline australis     ,0,0,0,0,0,0
Dracaena marginata      ,"Fibrous, shallow       ","Perennial shrub, erect up to 3m ","Narrow, 30-70cm long, green with red edges ",Small white flowers; rare; seedless in cultivation ,Low light-tolerant; moderate drought; prefers warm conditions ,Red-edged leaves for contrast ,0,Dracaena marginata      ,0,0,0,0,0,0
Schefflera arboricola   ,"Fibrous, shallow       ","Perennial shrub, up to 2m     ","Palmate, 10-20cm wide, glossy, 7-9 leaflets ",Small red flowers; drupes; rare indoors ,Shade-tolerant; moderate drought; prefers humid conditions ,Compact growth; air-purifying ,0,Schefflera arboricola   ,0,0,0,0,0,0
Dracaena reflexa ‘Song of India’ ,"Fibrous, shallow ","Perennial shrub, erect up to 2m ","Lanceolate, 15-30cm long, green-yellow variegated ",Small white flowers; rare; seedless in cultivation ,Low light-tolerant; moderate drought; prefers warm conditions ,Variegated leaves for ornamentation ,0,Dracaena reflexa ‘Song of India’ ,0,0,0,0,0,0
Dracaena reflexa ‘Song of Jamaica’ ,"Fibrous, shallow ","Perennial shrub, erect up to 2m ","Lanceolate, 15-30cm long, green with cream edges ",Small white flowers; rare; seedless in cultivation ,Low light-tolerant; moderate drought; prefers warm conditions ,Distinctive leaf variegation ,0,Dracaena reflexa ‘Song of Jamaica’ ,0,0,0,0,0,0
Cordyline fruticosa     ,"Fibrous, shallow       ","Perennial shrub, up to 3m     ","Lanceolate, 20-50cm long, green-red ",Panicles of red flowers; berries      ,Drought-tolerant; heat-tolerant; frost-sensitive ,Colorful leaves; cultural significance ,0,Cordyline fruticosa     ,0,0,0,0,0,0
Dracaena fragrans ‘Victoria’ ,"Fibrous, shallow ","Perennial shrub, erect up to 2m ","Broad, 30-60cm long, green with white stripes ",Small white flowers; rare; seedless in cultivation ,Low light-tolerant; moderate drought; prefers warm conditions ,Variegated foliage for aesthetics ,0,Dracaena fragrans ‘Victoria’ ,0,0,0,0,0,0
Gossypium hirsutum     ,"Taproot, deep          ","Annual shrub, up to 2m, bushy ","Ovate to lobed, 5-15cm long, hairy ",Creamy white to yellow flowers; capsules with seeds; self-pollinating ,Moderate drought; heat-tolerant; prefers well-drained soils ,Fiber (lint) from seed coat; trichomes for water retention ,0,Gossypium hirsutum     ,0,0,0,0,0,0
Gossypium arboreum     ,"Taproot, deep          ","Perennial shrub, up to 2m    ","Ovate, 3-10cm long, hairy      ",Yellow flowers; capsules with seeds; self-pollinating ,Drought-tolerant; heat-tolerant; poor soils ,Short-staple fiber; drought-resistant leaves ,0,Gossypium arboreum     ,0,0,0,0,0,0
Corchorus olitorius    ,"Fibrous, shallow       ","Annual herb, erect up to 3m  ","Lanceolate, 5-15cm long, serrate ",Yellow flowers; pods with seeds; self-compatible ,Moderate drought; heat-tolerant; prefers moist soils ,Edible leaves; bast fiber from stem ,0,Corchorus olitorius    ,0,0,0,0,0,0
Hibiscus cannabinus    ,"Taproot, moderate      ","Annual herb, erect up to 4m  ","Ovate, 10-20cm long, serrate   ",Yellow with red center flowers; capsules with seeds ,Drought-tolerant; heat-tolerant; wide pH range ,Bast fiber (kenaf); rapid growth ,0,Hibiscus cannabinus    ,0,0,0,0,0,0
Ceiba pentandra        ,"Taproot, deep          ","Large deciduous tree, up to 70m ","Palmate, 5-15cm long, glossy   ",White to pink flowers; pods with seeds; wind-dispersed ,Drought-tolerant; flood-tolerant; tropical ,Kapok fiber in pods; buttressed trunk for stability ,0,Ceiba pentandra        ,0,0,0,0,0,0
Corchorus capsularis   ,"Fibrous, shallow       ","Annual herb, erect up to 3m  ","Lanceolate, 5-12cm long, serrate ",Yellow flowers; pods with seeds; self-compatible ,Moderate drought; heat-tolerant; waterlogged soils ,Bast fiber; edible young shoots ,0,Corchorus capsularis   ,0,0,0,0,0,0
Hevea brasiliensis     ,"Taproot with laterals, deep ","Tall deciduous tree, up to 43m ","Compound with 3 leaflets, 10-20cm long, shiny green ",Monoecious; flowers after 7 years; fruit bird-dispersed ,Moderate drought; frost-sensitive; wide pH ,Latex production for defense; rapid growth in humid tropics ,0,Hevea brasiliensis     ,0,0,0,0,0,0
Piper nigrum     ,"Fibrous, shallow       ","Woody climber, up to 6m     ","Ovate, 5-15cm long, glossy, aromatic ",Spikes of flowers; drupes; long fruiting ,Moderate drought; heat-tolerant; shade-tolerant ,Piperine chemical defenses; symbiotic mycorrhizae ,0,Piper nigrum     ,0,0,1,0,0,0
Elettaria cardamomum ,Rhizomatous         ,"Clumping herb, up to 4m     ","Linear-lanceolate, 30-60cm long, bright green ",Hermaphroditic flowers on spikes; capsules ,Shade-tolerant; high humidity; frost-sensitive ,Aromatic pods; underground rhizomes for propagation ,0,Elettaria cardamomum ,0,0,1,0,0,0
Zingiber officinale ,Rhizomatous          ,"Herbaceous, up to 1m        ","Lanceolate, 15-30cm long, green ",Flowers in spikes; seeds rare; rhizome propagation ,Tropical; shade-tolerant; frost-sensitive ,Gingerols in rhizomes; underground storage ,0,Zingiber officinale ,0,0,1,0,0,0
Curcuma longa     ,Rhizomatous            ,"Herbaceous, up to 1m        ","Oblong-lanceolate, 20-50cm long, green with purple veins ",Cone-like spikes; seeds rare; rhizome propagation ,Shade-partial; drought-moderate; tropical ,Curcumin in rhizomes; ornamental flowers ,0,Curcuma longa     ,0,0,1,0,0,0
Myristica fragrans ,"Taproot, deep         ","Evergreen tree, up to 20m   ","Oblong, 5-12cm long, leathery, dark green ",Dioecious; bell-shaped flowers; aril-covered seeds ,Tropical rainforest; moderate drought ,Aril (mace) for dispersal; toxic compounds ,0,Myristica fragrans ,0,0,1,0,0,0
Cinnamomum verum  ,"Fibrous, shallow       ","Small tree, up to 10m       ","Ovate-lanceolate, 5-15cm long, aromatic ",Small white flowers; berries; bird-dispersed ,Moderate drought; tropical; frost-sensitive ,Cinnamaldehyde in bark; coppicing ability ,0,Cinnamomum verum  ,0,0,0,0,0,0
Syzygium aromaticum ,"Fibrous, shallow    ","Small tree, up to 12m       ","Elliptic, 5-17cm long, glossy, aromatic ",Hermaphroditic flowers; clove buds ,Tropical high rainfall; frost-sensitive ,Eugenol in buds/oils; wind-resistant ,0,Syzygium aromaticum ,0,0,0,0,0,0
Vanilla planifolia ,"Fibrous, shallow     ","Climbing vine, up to 15m    ","Ovate, 5-12cm long, glossy, succulent ",Greenish-yellow flowers; pods; hand-pollinated ,Shade-tolerant; humid tropics; frost-sensitive ,Vanillin in pods; aerial roots for support ,0,Vanilla planifolia ,0,0,0,0,0,0
Abelmoschus angulosus subsp. angulosus ,"Fibrous, shallow   ","Annual/subshrub, erect, up to 1.5m ","Palmate, lobed, 5-15cm wide, hairy           ",Yellow flowers; capsules with many seeds; self-pollinating ,Drought-tolerant; heat-tolerant; prefers well-drained soils ,Mucilaginous seeds; pest resistance via hairs   ,0,Abelmoschus angulosus subsp. angulosus ,0,0,0,0,0,0
Abelmoschus angulosus subsp. grandiflorus ,"Fibrous, shallow ","Annual/subshrub, erect, up to 1.5m ","Palmate, deeply lobed, 10-20cm wide, hairy   ",Large yellow flowers; capsules with seeds       ,Drought-tolerant; heat-tolerant; acidic soils  ,Larger flowers for pollinator attraction        ,0,Abelmoschus angulosus subsp. grandiflorus ,0,0,0,0,0,0
Abelmoschus angulosus subsp. purpureus ,"Fibrous, shallow  ","Annual/subshrub, erect, up to 1.5m ","Palmate, lobed, purple-tinged, 5-15cm wide   ",Purple-tinged flowers; capsules with seeds      ,Drought-tolerant; heat-tolerant               ,Purple pigmentation for UV protection           ,0,Abelmoschus angulosus subsp. purpureus ,0,0,0,0,0,0
Abelmoschus caillei          ,"Fibrous, shallow       ","Perennial herb, erect, up to 2m     ","Palmate, 5-7 lobed, 10-20cm wide, hairy      ",Yellow flowers; pods with seeds; self-compatible ,Drought-tolerant; humid tropics               ,High yield potential; disease resistance        ,1,Abelmoschus caillei          ,0,0,0,0,0,0
Abelmoschus enbeepeegearensis ,"Fibrous, shallow    ","Annual/subshrub, erect, up to 1.5m ","Palmate, lobed, 5-15cm wide, pubescent       ",Yellow flowers; capsules with seeds             ,Drought-tolerant; endemic to Kerala           ,Unique local adaptation; ornamental value       ,0,Abelmoschus enbeepeegearensis ,0,0,0,0,0,0
Abelmoschus moschatus subsp. moschatus ,"Fibrous, shallow ","Annual/perennial, erect, up to 1m   ","Palmate, 3-5 lobed, 5-10cm wide, aromatic    ",Yellow flowers with purple center; seeds        ,Drought-tolerant; prefers sandy soils         ,Aromatic oils for pest repulsion                ,0,Abelmoschus moschatus subsp. moschatus ,0,0,0,0,0,0
Abelmoschus moschatus subsp. tuberosus ,"Fibrous, tuberous ","Perennial herb, erect, up to 1.2m   ","Palmate, lobed, 5-12cm wide, hairy           ",Yellow flowers; tuberous roots with seeds       ,Drought-tolerant; heat-tolerant               ,Tuber storage for drought survival              ,0,Abelmoschus moschatus subsp. tuberosus ,0,0,0,0,0,0
Amorphophallus bulbifer      ,"Tuberous, deep         ","Perennial herb, erect, up to 1m     ","Large, compound, pinnatifid, 30-60cm wide    ",Spadix with berries; bulbils for propagation    ,Shade-tolerant; humid tropics                 ,Bulbils for vegetative spread; corm storage     ,0,Amorphophallus bulbifer      ,0,0,0,0,0,0
Amorphophallus commutatus    ,"Tuberous, deep         ","Perennial herb, erect, up to 1m     ","Large, pinnate, 20-50cm wide, glossy         ",Spadix with berries; corm propagation           ,Shade-tolerant; wet forests                   ,Corm stores nutrients; rapid regrowth           ,0,Amorphophallus commutatus    ,0,0,0,0,0,0
Amorphophallus oncophyllus   ,"Tuberous, deep         ","Perennial herb, erect, up to 1.5m   ","Large, pinnatifid, 30-70cm wide, glossy      ",Spadix with berries; corm propagation           ,Shade-tolerant; humid conditions              ,Large leaves for light capture                  ,0,Amorphophallus oncophyllus   ,0,0,0,0,0,0
Amorphophallus paeoniifolius ,"Tuberous, deep         ","Perennial herb, erect, up to 1.5m   ","Large, compound, 40-80cm wide, glossy        ",Spadix with berries; corm propagation           ,Shade-tolerant; tropical climates             ,Edible corm; rapid leaf development            ,1,Amorphophallus paeoniifolius ,0,0,0,0,0,0
Cinnamomum malabathrum       ,"Fibrous, shallow       ","Small tree, up to 10m, spreading    ","Ovate-lanceolate, 5-15cm long, aromatic      ",Small white flowers; berries; bird-dispersed    ,Shade-tolerant; humid forests                 ,Aromatic leaves/bark for spice; pest resistance ,0,Cinnamomum malabathrum       ,0,0,0,0,0,0
Cinnamomum verum             ,"Fibrous, shallow       ","Small tree, up to 10m, erect        ","Ovate-lanceolate, 5-15cm long, aromatic      ",Small white flowers; berries; bird-dispersed    ,Moderate drought; tropical                    ,Cinnamaldehyde in bark for antimicrobial        ,0,Cinnamomum verum             ,0,0,0,0,0,0
Cucumis madraspatana         ,"Taproot, shallow       ","Annual creeper, up to 3m, tendrils  ","Palmate, 5-10cm wide, hairy, lobed           ",Yellow flowers; pepo fruits with seeds          ,Drought-tolerant; sandy soils                 ,Rapid growth; weed suppression                  ,0,Cucumis madraspatana         ,0,0,0,0,0,0
Cucumis sativus var. hardwickii ,"Taproot, shallow    ","Annual creeper, up to 2m, tendrils ","Palmate, 5-8cm wide, hairy, lobed            ",Yellow flowers; small fruits with seeds         ,Drought-tolerant; heat-tolerant               ,Wild progenitor; parthenocarpic potential       ,1,Cucumis sativus var. hardwickii ,0,0,0,0,0,0
Cucumis silentvallei         ,"Taproot, shallow       ","Annual creeper, up to 2m, tendrils ","Palmate, 5-10cm wide, hairy, lobed           ",Yellow flowers; pepo fruits with seeds          ,Drought-tolerant; endemic to Kerala           ,Unique adaptation to local conditions          ,0,Cucumis silentvallei         ,0,0,0,0,0,0
Curcuma aurantiaca           ,Rhizomatous            ,"Perennial herb, up to 1m, leafy     ","Ovate-lanceolate, 15-30cm long, aromatic     ",Cone-like spikes; seeds rare; rhizome propagation ,Shade-tolerant; humid tropics                 ,Ornamental; curcumin content                   ,0,Curcuma aurantiaca           ,0,0,0,0,0,0
Dioscorea belophylla         ,"Tuberous, deep         ","Perennial climber, up to 10m        ","Cordate, 10-20cm long, alternate            ",Small flowers; tubers with bulbils; seeds rare  ,Shade-tolerant; tropical forests              ,Tuber storage; climbing for light              ,0,Dioscorea belophylla         ,0,0,0,0,0,0
Dioscorea floribunda         ,"Tuberous, deep         ","Perennial climber, up to 10m        ","Cordate, 10-25cm long, alternate            ",Small flowers; tubers; seeds rare               ,Shade-tolerant; humid conditions              ,Diosgenin production; medicinal use            ,0,Dioscorea floribunda         ,0,0,0,0,0,0
Dioscorea hamiltonii         ,"Tuberous, deep         ","Perennial climber, up to 8m         ","Cordate, 10-20cm long, alternate            ",Small flowers; tubers; seeds rare               ,Shade-tolerant; tropical forests              ,Tuber storage; rapid regrowth                  ,0,Dioscorea hamiltonii         ,0,0,0,0,0,0
Dioscorea hispida            ,"Tuberous, deep         ","Perennial climber, up to 10m        ","Cordate, 10-25cm long, alternate            ",Small flowers; tubers with bulbils; seeds rare  ,Drought-tolerant; heat-tolerant               ,Toxic alkaloids for defense; edible after processing ,0,Dioscorea hispida            ,0,0,0,0,0,0
Dioscorea intermedia         ,"Tuberous, deep         ","Perennial climber, up to 8m         ","Cordate, 10-20cm long, alternate            ",Small flowers; tubers; seeds rare               ,Shade-tolerant; humid tropics                 ,Tuber storage; climbing habit                  ,0,Dioscorea intermedia         ,0,0,0,0,0,0
Dioscorea oppositifolia      ,"Tuberous, deep         ","Perennial climber, up to 10m        ","Cordate, 10-25cm long, opposite             ",Small flowers; tubers; seeds rare               ,Shade-tolerant; tropical forests              ,Opposite leaves for light capture              ,0,Dioscorea oppositifolia      ,0,0,0,0,0,0
Dioscorea pentaphylla        ,"Tuberous, deep         ","Perennial climber, up to 8m         ","Cordate, 10-20cm long, alternate            ",Small flowers; tubers; seeds rare               ,Shade-tolerant; humid conditions              ,Five leaflets for photosynthesis               ,0,Dioscorea pentaphylla        ,0,0,0,0,0,0
Dioscorea pubera             ,"Tuberous, deep         ","Perennial climber, up to 10m        ","Cordate, 10-25cm long, pubescent            ",Small flowers; tubers; seeds rare               ,Shade-tolerant; tropical forests              ,Pubescence for water retention                 ,0,Dioscorea pubera             ,0,0,0,0,0,0
Dioscorea spicata            ,"Tuberous, deep         ","Perennial climber, up to 8m         ","Cordate, 10-20cm long, alternate            ",Small flowers; tubers; seeds rare               ,Shade-tolerant; humid tropics                 ,Spiked tubers for storage                     ,0,Dioscorea spicata            ,0,0,0,0,0,0
Dioscorea tomentosa          ,"Tuberous, deep         ","Perennial climber, up to 10m        ","Cordate, 10-25cm long, tomentose            ",Small flowers; tubers; seeds rare               ,Shade-tolerant; tropical forests              ,Tomentose leaves for heat reflection           ,0,Dioscorea tomentosa          ,0,0,0,0,0,0
Dioscorea wallichii          ,"Tuberous, deep         ","Perennial climber, up to 8m         ","Cordate, 10-20cm long, alternate            ",Small flowers; tubers; seeds rare               ,Shade-tolerant; humid conditions              ,Tuber storage; rapid climbing                  ,0,Dioscorea wallichii          ,0,0,0,0,0,0
Garcinia hombroniana         ,"Taproot, deep          ","Small tree, up to 15m, spreading    ","Elliptic, 10-20cm long, glossy              ",Small flowers; berries; bird-dispersed          ,Shade-tolerant; humid tropics                 ,Edible fruit; resin for pest resistance        ,0,Garcinia hombroniana         ,1,0,0,0,0,0
Momordica charantia var. muricata ,"Taproot, shallow ","Annual/perennial vine, up to 5m     ","Palmate, 5-10cm wide, lobed, hairy          ",Yellow flowers; bitter fruits with seeds        ,Drought-tolerant; heat-tolerant               ,Bitter compounds deter herbivores              ,1,Momordica charantia var. muricata ,0,0,0,0,0,0
Momordica dioica             ,"Taproot, shallow       ","Perennial dioecious vine, up to 4m  ","Palmate, 5-8cm wide, lobed, hairy           ",Male/female flowers; small fruits with seeds    ,Drought-tolerant; tropical climates           ,Dioecious for genetic diversity                ,0,Momordica dioica             ,0,0,0,0,0,0
Momordica sahyadrica         ,"Taproot, shallow       ","Perennial vine, up to 4m            ","Palmate, 5-10cm wide, lobed, hairy          ",Yellow flowers; fruits with seeds               ,Drought-tolerant; endemic to Western Ghats    ,Local adaptation; bitter fruit                 ,0,Momordica sahyadrica         ,0,0,0,0,0,0
Moringa concanensis          ,"Taproot, deep          ","Small tree, up to 10m, slender      ","Tripinnate, 20-40cm long, small leaflets    ",White flowers; pods with winged seeds           ,Drought-tolerant; heat-tolerant               ,Edible pods/leaves; rapid growth               ,0,Moringa concanensis          ,0,0,0,0,0,0
Oryza meyeriana ssp. granulata ,"Fibrous, shallow    ","Annual/perennial grass, up to 1.5m  ","Linear-lanceolate, 20-50cm long             ",Panicle with spikelets; seeds                   ,Flood-tolerant; tropical wetlands             ,Wild rice adaptation; aerenchyma               ,0,Oryza meyeriana ssp. granulata ,0,0,0,0,0,0
Oryza officinalis ssp. officinalis ,"Fibrous, shallow ","Perennial grass, up to 1.5m         ","Linear-lanceolate, 20-60cm long             ",Panicle with spikelets; seeds                   ,Flood-tolerant; humid tropics                 ,Disease resistance; wild progenitor            ,0,Oryza officinalis ssp. officinalis ,0,0,0,0,0,0
Oryza rufipogon              ,"Fibrous, shallow       ","Perennial grass, up to 1.5m         ","Linear-lanceolate, 20-60cm long             ",Panicle with spikelets; seeds                   ,Flood-tolerant; tropical wetlands             ,Wild rice; seed dormancy                       ,0,Oryza rufipogon              ,0,0,0,0,0,0
Oryza sativa f. spontanea    ,"Fibrous, shallow       ","Annual grass, up to 1.5m            ","Linear-lanceolate, 20-50cm long             ",Panicle with spikelets; seeds                   ,Flood-tolerant; tropical climates             ,Wild rice hybrid; rapid spread                 ,0,Oryza sativa f. spontanea    ,0,0,0,0,0,0
Piper arboreum               ,"Fibrous, shallow       ","Woody climber, up to 6m             ","Ovate, 5-12cm long, glossy, aromatic        ",Spikes of flowers; drupes                       ,Shade-tolerant; humid tropics                 ,Aromatic compounds; climbing support           ,0,Piper arboreum               ,0,0,0,0,0,0
Piper argyrophyllum          ,"Fibrous, shallow       ","Woody climber, up to 5m             ","Ovate, 5-10cm long, silvery underside       ",Spikes of flowers; drupes                       ,Shade-tolerant; humid forests                 ,Silvery leaves for light reflection            ,0,Piper argyrophyllum          ,0,0,0,0,0,0
Piper betle (wild & culti)   ,"Fibrous, shallow       ","Woody climber, up to 6m             ","Ovate, 5-15cm long, glossy, aromatic        ",Spikes of flowers; drupes                       ,Shade-tolerant; tropical climates             ,Aromatic leaves for chewing; pest resistance   ,0,Piper betle (wild & culti)   ,0,0,0,0,0,0
Piper chaba                  ,"Fibrous, shallow       ","Woody climber, up to 6m             ","Ovate, 5-12cm long, glossy, aromatic        ",Spikes of flowers; drupes                       ,Shade-tolerant; humid tropics                 ,Medicinal properties; rapid growth             ,0,Piper chaba                  ,0,0,0,0,0,0
Piper galeatum               ,"Fibrous, shallow       ","Woody climber, up to 5m             ","Ovate, 5-10cm long, glossy, helmet-shaped   ",Spikes of flowers; drupes                       ,Shade-tolerant; humid forests                 ,Unique flower structure; local adaptation      ,0,Piper galeatum               ,0,0,0,0,0,0
Piper hymenophyllum          ,"Fibrous, shallow       ","Woody climber, up to 5m             ","Ovate, 5-10cm long, membranous              ",Spikes of flowers; drupes                       ,Shade-tolerant; humid tropics                 ,Thin leaves for light penetration              ,0,Piper hymenophyllum          ,0,0,0,0,0,0
Piper longum                 ,"Fibrous, shallow       ","Woody climber, up to 6m             ","Ovate, 5-12cm long, glossy, aromatic        ",Spikes of flowers; drupes                       ,Shade-tolerant; tropical climates             ,Long pepper fruit; medicinal use               ,0,Piper longum                 ,0,0,0,0,0,0
Piper trichostachyon         ,"Fibrous, shallow       ","Woody climber, up to 5m             ","Ovate, 5-10cm long, glossy, aromatic        ",Spikes of flowers; drupes                       ,Shade-tolerant; humid forests                 ,Hairy spikes for seed protection               ,0,Piper trichostachyon         ,0,0,0,0,0,0
Sesamum malabaricum          ,"Taproot, shallow       ","Annual herb, erect, up to 1m        ","Ovate-lanceolate, 5-10cm long, opposite     ",Tubular flowers; capsules with seeds            ,Drought-tolerant; heat-tolerant               ,Wild sesame; seed oil production               ,0,Sesamum malabaricum          ,0,0,0,0,0,0
Sesamum mulayanum            ,"Taproot, shallow       ","Annual herb, erect, up to 1m        ","Ovate-lanceolate, 5-10cm long, opposite     ",Tubular flowers; capsules with seeds            ,Drought-tolerant; endemic to Kerala           ,Local adaptation; seed yield                   ,0,Sesamum mulayanum            ,0,0,0,0,0,0
Sesamum radiatum             ,"Taproot, shallow       ","Annual herb, erect, up to 1m        ","Ovate-lanceolate, 5-10cm long, opposite     ",Tubular flowers; capsules with seeds            ,Drought-tolerant; heat-tolerant               ,Radiate seed arrangement; pest resistance      ,0,Sesamum radiatum             ,0,0,0,0,0,0
Solanum aculeatissimum       ,"Fibrous, shallow       ","Perennial shrub, up to 1.5m, spiny  ","Ovate, 5-15cm long, lobed, prickly          ",Purple flowers; berries with seeds              ,Drought-tolerant; heat-tolerant               ,Spines deter herbivores; toxic alkaloids       ,0,Solanum aculeatissimum       ,0,0,0,0,0,0
Solanum anguivi              ,"Fibrous, shallow       ","Perennial shrub, up to 1.2m, spiny  ","Ovate, 5-12cm long, lobed, hairy            ",Purple flowers; berries with seeds              ,Drought-tolerant; tropical climates           ,Wild eggplant; disease resistance              ,0,Solanum anguivi              ,0,0,0,0,0,0
Solanum incanum              ,"Fibrous, shallow       ","Perennial shrub, up to 1m, spiny    ","Ovate, 5-10cm long, lobed, hairy            ",Purple flowers; berries with seeds              ,Drought-tolerant; heat-tolerant               ,Thorny stems; medicinal properties             ,0,Solanum incanum              ,0,0,0,0,0,0
Solanum insanum              ,"Fibrous, shallow       ","Perennial shrub, up to 1.2m         ","Ovate, 5-12cm long, lobed, hairy            ",Purple flowers; berries with seeds              ,Drought-tolerant; tropical climates           ,Wild progenitor of eggplant                    ,0,Solanum insanum              ,0,0,0,0,0,0
Solanum nigrum               ,"Fibrous, shallow       ","Annual/perennial herb, up to 1m     ","Ovate, 2-8cm long, lobed, glossy            ",White flowers; berries with seeds               ,Drought-tolerant; wide pH range               ,Edible berries (cooked); alkaloid defense       ,0,Solanum nigrum               ,0,0,0,0,0,0
Solanum surattense           ,"Fibrous, shallow       ","Perennial shrub, up to 1.2m, spiny  ","Ovate, 5-10cm long, lobed, hairy            ",Purple flowers; berries with seeds              ,Drought-tolerant; heat-tolerant               ,Spiny stems; medicinal use                     ,0,Solanum surattense           ,0,0,0,0,0,0
Solanum torvum               ,"Fibrous, shallow       ","Perennial shrub, up to 2m, spiny    ","Ovate, 5-15cm long, lobed, prickly          ",White flowers; berries with seeds               ,Drought-tolerant; tropical climates           ,Thorny branches; rootstock for grafting        ,0,Solanum torvum               ,0,0,0,0,0,0
Solanum viarum               ,"Fibrous, shallow       ","Perennial shrub, up to 1.5m, spiny  ","Ovate, 5-12cm long, lobed, prickly          ",Purple flowers; berries with seeds              ,Drought-tolerant; heat-tolerant               ,Spines deter grazing; invasive potential       ,0,Solanum viarum               ,0,0,0,0,0,0
Trichosanthes cucumerina     ,"Taproot, shallow       ","Annual/perennial vine, up to 4m     ","Palmate, 5-10cm wide, lobed, hairy          ",White flowers; elongated fruits with seeds      ,Drought-tolerant; tropical climates           ,Rapid climbing; edible young fruit             ,0,Trichosanthes cucumerina     ,0,0,0,0,0,0
Trichosanthes nervifolia     ,"Taproot, shallow       ","Perennial vine, up to 4m            ","Palmate, 5-10cm wide, lobed, hairy          ",White flowers; fruits with seeds                ,Drought-tolerant; humid tropics               ,Nervy leaves for water retention               ,0,Trichosanthes nervifolia     ,0,0,0,0,0,0
Vigna adenanthus             ,"Taproot, fibrous       ","Annual/perennial climber, up to 2m  ","Trifoliate, 5-10cm long, ovate              ",Yellow flowers; pods with seeds                 ,Drought-tolerant; nitrogen-fixing             ,Symbiotic nitrogen fixation                    ,0,Vigna adenanthus             ,0,0,0,0,0,0
Vigna bourneae               ,"Taproot, fibrous       ","Annual/perennial climber, up to 2m  ","Trifoliate, 5-10cm long, ovate              ",Yellow flowers; pods with seeds                 ,Drought-tolerant; endemic to India            ,Local adaptation; seed dormancy                ,0,Vigna bourneae               ,0,0,0,0,0,0
Vigna dalzelliana            ,"Taproot, fibrous       ","Annual/perennial climber, up to 2m  ","Trifoliate, 5-10cm long, ovate              ",Yellow flowers; pods with seeds                 ,Drought-tolerant; heat-tolerant               ,Wild relative; pest resistance                 ,0,Vigna dalzelliana            ,0,0,0,0,0,0
Vigna minima                 ,"Taproot, fibrous       ","Annual/perennial climber, up to 1.5m","Trifoliate, 5-8cm long, ovate               ",Yellow flowers; pods with seeds                 ,Drought-tolerant; tropical climates           ,Small size for dense planting                  ,0,Vigna minima                 ,0,0,0,0,0,0
Vigna pilosa                 ,"Taproot, fibrous       ","Annual/perennial climber, up to 2m  ","Trifoliate, 5-10cm long, ovate, hairy       ",Yellow flowers; pods with seeds                 ,Drought-tolerant; nitrogen-fixing             ,Hairy pods for seed protection                 ,0,Vigna pilosa                 ,0,0,0,0,0,0
Vigna radiata var. sublobata ,"Taproot, fibrous       ","Annual climber, up to 1.5m          ","Trifoliate, 5-10cm long, ovate              ",Yellow flowers; pods with seeds                 ,Drought-tolerant; heat-tolerant               ,Wild mung bean; seed dormancy                  ,0,Vigna radiata var. sublobata ,0,0,0,0,0,0
